stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
12hpf,3.3,0,0,0,0,0,0
14hpf,3.4,0,0,0,0,0,0
16hpf,3.83,0,1.65,0,0,0,0
19hpf,1.94,0,0,0,0,0,0
24hpf,3.08,0,0,0,0,0,0
2dpf,30.2,0,6.38,1.41,1.38,0,1.26
3dpf,20.05,0.32,1.86,0.41,0.31,0,0
5dpf,12.66,0,0.85,0,1.42,1.13,1.05
10dpf,6.97,0,0.66,0,0,0,0
