stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,2.18,1.44,0
3dpf,3.4,0,1.12,0,0
5dpf,0.75,0,0.95,0.57,0.46
10dpf,3.92,0.43,0,0,0
