stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
2dpf,4.65,0,0,1.18,2.26
3dpf,16.01,0.74,0.63,0,1.72
5dpf,3.75,0,0,0,0.85
10dpf,4.7,0,0,0,0.42
