stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.06,0,1.6
3dpf,2.82,0,0,0,0.33
5dpf,0,0.55,0,0,3.37
10dpf,1.76,0,0,0.58,0
