stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.43,0,0,0,0,0,0,0,0,12.18
12hpf,162.95,7.22,0,0,12.69,0,0,0,0,2
14hpf,197.3,0,0,0,0,0,0,0,2.25,2.39
16hpf,124.07,0,0,1.91,12.23,4.34,1.69,0,2.09,8.91
19hpf,203.45,0,0,1.7,23.8,0,0,0,0,3.51
24hpf,97.62,1.77,3.87,2.58,26.67,6.34,5.92,0,4.36,3.71
2dpf,164.27,2.53,15.34,6.52,40.98,90.95,23.41,0,6.91,15.38
3dpf,645.55,6.68,4.07,7.47,9.52,85.75,1.71,0,2.62,0.97
5dpf,25.97,8.51,18.75,16.02,6.94,127.47,17.34,1.1,11.32,15.38
10dpf,230.33,21.6,29.22,14.08,1.6,103.65,18.73,0,4.69,11.01
