stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.85,0,1.39,0,0
5dpf,0,0,2.41,0,0.95
10dpf,0,0.71,1.13,1.28,0
