stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,9.93
12hpf,2.4,16.3,0,5.47,28.2,16.47,0,6.43,8.41,68.04
14hpf,10.88,39.31,2.85,146.75,41.64,22.28,3.07,9.2,28.06,67.02
16hpf,7.17,58.88,0,56.87,10.93,14.22,7.7,0,11.7,31.15
19hpf,3.15,1.57,0,18.13,1.7,1.6,2.17,0,0,3.04
24hpf,8.09,6.01,0,0,20.64,3.14,6.35,0,7.62,0.98
2dpf,97.62,4.02,2.67,3.96,146.6,273.76,14.98,0.82,40.82,13.25
3dpf,417.09,4.59,0.87,3.41,61.39,361.51,6.63,0,34.93,4.94
5dpf,25.32,7.2,2.44,6.05,14.5,160.22,7.8,0.3,8.66,5.16
10dpf,406.97,29.26,0,1.16,15.97,100.74,0.63,0,9.68,1.12
