stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.07,0,0,0,0,0,0,9.24,0,20.74
12hpf,0,212.25,0,0,2.03,0,0,1.86,0,19.16
14hpf,0,0,0,0,0,0,0,0,0,257.46
16hpf,3.92,109.46,3.22,0,4.56,0,0,0,8.85,165.48
19hpf,1.7,1.92,0,0,13.93,0,0,0,0,1310.17
24hpf,22.63,53.7,2.93,4,6.96,6.27,1.74,0,15.72,679.73
2dpf,104.72,19.91,8.44,48.15,67.23,84.31,48.03,4.2,20.61,2206.47
3dpf,176.59,92.6,6.63,38.2,77.81,512.64,13.29,0,28.75,461.58
5dpf,107.75,192,94.5,118.06,53.56,622.31,40.6,6.08,91.02,2694.45
10dpf,400.44,285.95,137.47,133.65,34.99,593.77,74.11,0.57,47.43,708.15
