stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.57,0,0,0,0
3dpf,2.31,0,0,0,0
5dpf,0.54,0,0.72,0.67,0
10dpf,1.12,0.68,0,0.39,0.63
