stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,3.35,0,1.09,4.95,0,0.88
3dpf,22.54,0.55,0,5.31,0,0
5dpf,0.69,0,2.01,5.61,0.3,0
10dpf,11.85,0,0,2.85,0,0
