stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1334.84,102.64,24.82,0,374.87,23.13,0,26.5,306.85,1317.12
12hpf,1628.58,107.1,41.27,65.88,357.83,81.82,4.7,82.02,627.72,1103.37
14hpf,696.86,10.41,54.22,51.06,92.34,62.86,8.45,8.66,185.12,405.32
16hpf,715.34,38.86,107.81,68.46,238.86,138.76,31.17,33.22,275.64,299.53
19hpf,1148.35,5.52,30.26,41.38,128.58,58.67,41.2,6.64,89.46,181.84
24hpf,1169.5,9.04,386.37,88.19,321.85,134.29,83.84,4.39,195.43,172.1
2dpf,924.66,23.51,66.57,96.35,389.23,515.39,89.53,3.34,207.36,208.68
3dpf,886.68,22.74,24.72,33.66,33.5,422.11,13.17,0,28.01,55.88
5dpf,264.21,23.76,100.22,101.47,46.8,657.84,57.15,9.76,100.08,335.09
10dpf,522.58,42.11,76.07,64.26,22.97,480.98,20.9,0,27.15,49.8
