stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,1463.1,0,0,0,0,0,12.92
12hpf,134.41,0,0,0,2.01,0,10.65
14hpf,0,6.37,0,0,0,0,0
16hpf,4.25,0,2.76,0,0,0,0
19hpf,1.89,0,471.71,0,0,0,0
24hpf,0,0,116.26,0,0,0,0
2dpf,0,0,0,0.61,0,0,0
3dpf,2.68,0,0,0.3,0,0.59,0
5dpf,0,0,0,1.21,0,1.23,0.35
