stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
10hpf,0,0,0,0,13.98,0,0
2dpf,0.86,0,0,0,0,1.23,1.77
3dpf,3.28,0.45,0,0,1.22,0,0.81
5dpf,7.14,0.35,2.48,2.11,2.11,0,1.74
10dpf,0.38,0,0.57,2.64,0.49,0,1.38
