stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,9.27,0,1.26,0.54,4.59,0,0,2.12,1.56
3dpf,3.97,0,0,0.49,4.14,0,0,0,0.31
5dpf,1.3,0.38,1.05,0.78,6.54,0.63,0.42,1.7,2.36
10dpf,1.34,0,0,0,0.9,0,0,0.53,1.56
