stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,4.21,2.9,0,0,0
3dpf,0.5,0,8.36,0,0,0,0,0
5dpf,0.69,0,22.34,0.57,5.45,0.64,0.98,2.21
10dpf,1.58,1.09,91.76,0,1.15,0,0,0
