stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,1.04,0,0,0.38,0.34
5dpf,0.48,0.91,2.03,1.54,17.86
10dpf,0.38,0,0,0.89,18.5
