stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.92,0,0,0,0,0
3dpf,0.53,0,0,0,0.36,0.98
5dpf,0.43,0.37,4.5,0.58,1.58,6.28
10dpf,0,0.93,2.76,0,0,1
