stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,33.34,0,0,0,9.44,0,0,9.4,0,0
12hpf,41.36,6.03,5.56,9.05,31.24,15.72,0,115.12,117.77,70.33
14hpf,60.19,0,32.57,12.37,17.64,13.89,2.56,14.65,49.88,61.03
16hpf,74.74,12.26,42.43,12.94,42.47,19.42,6.72,39.35,74.67,91
19hpf,18.02,0,4.95,3.33,12.39,1.81,5.45,18.34,9.49,19.31
24hpf,55.94,1.41,29.79,3.61,5.26,13.54,15.24,3.12,76.71,23.46
2dpf,174.18,4.02,28.61,31.04,35.91,117.74,36.23,2.95,26.9,57.39
3dpf,810.67,31.73,9.79,21.85,7.63,127.51,10.83,0,10.31,32.32
5dpf,142.13,12.95,42.47,38.42,11.81,226.48,23.28,13.78,33.38,136.17
10dpf,562.59,46.09,45.09,51.26,18.33,257.88,23.76,0,50.56,47.41
