stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,15.69,8.65,8.74,0,156.19,27.96,0,47.12,1886.68,9.03
12hpf,46.02,43.2,25.34,15.23,480.27,29.37,2.16,373.65,4116.57,35.24
14hpf,214.1,31.14,45,35.14,478.07,2.37,0,115.52,5174.53,42.67
16hpf,171.09,43.02,38.61,18,2013.35,22.72,2.7,106.74,8185.71,171.54
19hpf,286.66,1.53,12.75,6.38,1276.42,0,2.9,31.03,3663.02,132.91
24hpf,523.84,15.45,138.36,28.43,233.37,15.15,24.03,21.61,5006.15,187.67
2dpf,558.31,8.75,104.16,27.2,107.65,83.3,68.55,9.6,1809.31,65.74
3dpf,435.77,11.65,85.63,6.19,36.76,181.15,25.08,0,362.23,14.24
5dpf,477.69,11.04,76.54,25.41,24.07,478.46,365.91,19.88,1051.79,109.69
10dpf,999.24,22.68,229.06,24.32,37.38,82.3,43.26,0.4,154.83,13.59
