stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,2.45,0,0,0
3dpf,10.97,0,0,0,0,0,0,0,0.72
5dpf,3.78,0.59,0.57,1.29,8.22,0,0.3,1.21,0.87
10dpf,20.21,0.56,1.23,0,0,0,0,3.08,1.53
