stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,0,0,0,0,0.29,0
5dpf,0,0.4,0.57,0,0.65,0.91
10dpf,0.52,0,1.89,1.53,0.73,0.54
