stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,32.01,0,0.49,2.11,0,0,8.95
3dpf,9.74,0,1.82,0.6,0,0,0.39
5dpf,15.64,0,0.29,1.22,0.31,1.09,4.18
10dpf,11.33,1.16,2.64,0.39,0,0,1
