stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,4.34
3dpf,1.19,0.61,0,0.55,0.48
5dpf,0,0,0.35,1.67,3.61
10dpf,0,0,0,0,1.37
