stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,8.23,0,0.65,2.17,7.32,24.51,0.51,4.19,0
3dpf,23.66,0,0,0.42,3.13,22.19,0.62,0.8,0
5dpf,3.96,0.61,0,1.74,0.93,18.24,1.57,1.24,0.32
10dpf,12.91,0,0,0.41,0.64,11.53,0,1.54,0
