stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.62,1.2,2
3dpf,7.58,0,0,1.12,0
5dpf,0,0,0,1.36,0.3
10dpf,6.21,0.69,0,1.63,0
