stage,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.28,0,5.16
3dpf,0.89,0.46,0,0.68,2.14
5dpf,0.65,11.56,0,0,11.79
10dpf,1.78,6.67,0,0,0
