stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,157.27,0,9.85,0,43.8,8.96,0,0,47.57,100.14
12hpf,69.45,1.88,10.09,0,22.64,3.88,0,7.98,24.3,36.35
14hpf,89.13,2.43,13.85,4.72,10.87,2.55,5.02,5.27,31.81,63.59
16hpf,54.14,3.56,3.67,3.85,23.18,3.79,0,0,31.42,11.99
19hpf,144.93,0,0,5.19,14.8,3.41,0,0,0,19.23
24hpf,34.48,1.1,0.85,5.71,17.44,8.74,2.59,0,5.31,6.5
2dpf,399.38,5.92,24.67,51.61,144.97,274.29,29.56,10.19,69.98,118.19
3dpf,619.06,6.18,8.53,20.21,19.15,203.61,10.42,0,22.87,26.6
5dpf,103.95,11.55,53.51,67.57,26.01,333.78,21.25,8.77,50.05,185.43
10dpf,432.78,28.27,47.78,38.24,15.3,272.83,11.43,0,29.97,48.16
