stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.49,0,0,0
3dpf,2.18,0.68,0,0.39
5dpf,0,11.18,1.1,0.39
10dpf,0.47,0,0,0
