stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,33.33
12hpf,0,0,0,0,0,0,0,0,13.31
14hpf,0,0,0,0,0,0,0,0,300.17
16hpf,0,0,0,0,0,0,0,0,9.66
19hpf,0,0,0,0,0,0,0,0,975.12
24hpf,1.68,0,0,0,0,0.95,0,0,120.77
2dpf,64.92,1.65,2,27.06,10.23,19.69,4.8,6.23,1184.81
3dpf,34.86,1.45,0,4.65,0.37,13.49,0,0,136.08
5dpf,13.54,0.74,3.53,2.18,0.78,8.22,1.01,0.84,369.97
10dpf,29.21,4.93,0,3.59,0,10.88,0,1.03,147.48
