stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,4.22,0
24hpf,0,0,0,0,0.89,86.74,0
2dpf,8.46,0.72,2.92,1.35,0,11.73,0.57
3dpf,0,0,0,0,0,0.33,0
5dpf,0.78,0.33,3.03,1.04,0.36,1.97,0
10dpf,1.49,0,0.89,0.55,0,2,0
