stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
12hpf,1.76,0,0,0,0,0,0,0,0,0
19hpf,0,0,0,0,0,0,5.72,0,0,1.9
24hpf,1.92,0,0,0,0,0,16.33,0,0.86,0
2dpf,21.42,1.85,2.21,0.85,21.55,133.23,119.98,3.04,5.54,14.02
3dpf,192.7,0.52,2.31,19.23,8.89,763.97,6.62,0,11.91,12.39
5dpf,198.87,17.15,12.96,25.51,61.88,4124.26,23.94,15.41,28.32,246.75
10dpf,1429.62,122.29,51.3,25.82,12.83,6038.6,45.79,1.81,153.42,52.17
