stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,1.03,0,0,0,0
3dpf,4.35,0,0.82,0,0.33,1.08,0
5dpf,1.21,0,0,0.66,0,0.7,0
10dpf,21.42,3.49,0,0.68,0,0,0.81
