stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,1.61,0,0
3dpf,1.15,0,3.58,0,0.65
5dpf,0,0,10.03,0,0.38
10dpf,1.87,1.28,12.18,0.39,0
