stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,44.02,0,9.12,0,0,0,0,0,9.29,0
12hpf,96.89,0,7.98,6.78,35.07,10.03,0,0,57.67,38.81
14hpf,52.58,0,22.08,5.44,4.83,2.47,0,0,16.5,9.8
16hpf,52.54,1.78,0,3.85,16.01,7.45,2.11,0,26.46,25.73
19hpf,76.91,0,0,0,5.19,0,1.65,0,0,4.92
24hpf,70.38,1.86,0,5.97,15.26,7.99,2.93,0,12.29,4.73
2dpf,308.2,6.56,17.6,46.3,123.62,221.53,26.18,2.77,68.26,77.47
3dpf,747.29,3.69,5.76,17.41,16.84,182.68,6.2,0,11.16,20.56
5dpf,97.72,7.91,23.11,40.63,19.78,235.31,21.37,6.08,41.61,88.05
10dpf,1224.82,17.12,51.53,42.19,22.45,296.59,21.19,0,59.21,50.29
