stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.59,0.73,0.5,0,0
3dpf,1.13,0,0,0,0.44
5dpf,0,0,1.25,0.55,0.76
