stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,0,0,0,5.47,0,0,0
16hpf,0,0,0,3.7,0,0,0
24hpf,0,0,0.81,0,0,0,0
2dpf,18.89,0.83,3.23,2.27,0,0,1.49
3dpf,50.34,0,0,11.18,0,1.17,0.3
5dpf,59.27,2.76,0.86,8.31,0.31,1.08,1.47
10dpf,26.74,1.04,0,7.66,0,0,0
