stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.54,0,0,0,0,0,0,0,0,0
12hpf,2.1,0,0,0,5.81,0,0,0,0,0
14hpf,4.72,0,0,0,0,3.61,0,0,0,66.09
16hpf,34.05,0,10.37,0,5.93,1.66,0,0,35.3,57.31
19hpf,146.4,2.13,0,0,1.56,1.63,0,0,2.96,58.14
24hpf,186.91,6.22,0,0.86,6.66,0.89,0,0,17.66,74.38
2dpf,831.79,43.73,22.41,103.98,48.3,113.44,17.57,0.51,57.72,74.86
3dpf,3101.5,24.84,3.89,46.02,2.53,32.77,3.37,0,6.37,75.21
5dpf,109.83,88.41,14.07,111.41,6.74,96.02,11.04,0.76,26.26,160.05
10dpf,1211.75,85.16,13.71,114.43,0,28.2,4.26,0,10.46,101.54
