stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
10hpf,8.96,0,0,0,0,0
2dpf,0.54,0,0,0,0,1.34
3dpf,1.27,0,0,0,0.65,0.38
5dpf,0,0.29,0.45,0.93,0.96,2.66
10dpf,0.48,0.42,0,0,1.23,2.93
