stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.07,1.42,0,0,0
3dpf,33.46,0,0.68,0,0
5dpf,0,0.31,2.2,0,0.78
10dpf,14.67,0,0.37,0.6,0
