stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0.88
2dpf,0,0,0,0.57,0,0
3dpf,3.92,0,0,0.33,0,1.04
5dpf,2.11,0.34,1.78,7.6,0.53,0.83
10dpf,2.52,0,2.64,0.59,0,0
