stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.89,0,0,0,0,0
3dpf,0.74,0.43,0,0.37,0.4,0
5dpf,0,1.13,1.09,0,1.5,1.02
10dpf,0.99,8.42,2.51,0,0.44,0
