stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,24.55,0.39,0,0,0,0
5dpf,0,0,1.06,0,3.53,1.62
10dpf,20.7,0,0,0.66,0,0
