stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.48,0,0,0,0,0
3dpf,8.36,0,0,0.99,0,0
5dpf,0,0.69,0.63,3.58,0.66,1.17
10dpf,3.5,0,0,0,0,0
