stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,13.66
12hpf,2.47,2.32,0,2.62,0,0,0,0,0,12.76
14hpf,0,2.25,0,2.29,2.82,0,0,0,0,19.15
16hpf,4.4,3.82,1.7,3.33,22.92,1.73,0,0,0,21.75
19hpf,3.33,0,0,5.61,1.65,0,0,0,0,0
24hpf,10.1,0,2.87,1.73,17.85,1.67,0,0,0.88,9.44
2dpf,40.67,0,9.3,34.07,41.28,55.4,3.86,0.51,8.92,35.72
3dpf,70.33,0.54,2.17,3.86,5.11,42.6,2.11,0,1.17,7.35
5dpf,6.78,4.19,24.26,34.22,23.74,65.14,3.24,0.39,3.66,54.74
10dpf,39.97,3.85,14.75,17.09,8.39,28.48,0.55,0,1.8,12.85
