stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.09,1.03,2.42,1.19,0.84,0
3dpf,1.85,0,0,0.7,0,0
5dpf,0.45,0,0,0.41,1.36,1.68
