stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,84.18,0,0,0,48.74,8.96,0,15.41,39.45,52.27
12hpf,196.68,3.71,0,10.35,51.98,19.56,1.99,16.33,227.58,28.15
14hpf,80.03,0,32.58,8.89,33.57,22.9,0,2.69,77.8,17.1
16hpf,53.19,3.84,36.93,0,13.37,23.59,0,6.6,51.69,13.9
19hpf,30.36,1.5,4.06,0,3.73,2.41,12.23,0,18.78,3.35
24hpf,40.1,2.97,17.15,0.95,7.97,9.22,11.1,0,35.42,10.66
2dpf,157.67,15.09,18.36,18.42,28.63,105.07,70.79,0.74,55.37,103.32
3dpf,606.78,44.85,12.33,12.75,12.75,205.72,7.58,0,19.13,82.81
5dpf,176.37,33.4,82.3,76.28,36.88,692.72,43.34,43.01,116.54,474.64
10dpf,631.59,136.25,119.61,80.02,48.75,798.79,39.02,1.6,141.53,132.76
