stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,2.57,0,0.55,0,0.68,66.51,0.67,0
3dpf,1.67,0,0,0,0.84,0.34,0,0
5dpf,0.3,1.9,0.32,0.65,0.83,1.67,0,1.09
10dpf,5.44,0.61,0,0,2.93,9.88,0,0
