stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,2.47,0,0,2.98,0,0,0,1.34,0
2dpf,63.82,0,2.81,17.37,6.61,0,1.15,3.79,3.9
3dpf,4.17,0,0,2.11,1.62,0,0,0,0
5dpf,22.94,0.45,5.99,2.27,6.16,0.32,0,3.13,0.47
10dpf,5.1,0.45,3.36,1.13,0.58,0,0,0,1.16
