stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,18.25,0,0,0,0,0,0,9.25,0,371.14
12hpf,26.5,7.65,2,0,26.63,11.05,0,42.33,21.66,745.32
14hpf,39.76,0,2.53,15.53,85.17,5.14,0,3.72,0,249.73
16hpf,33.58,6.15,0,7.36,155.29,12.94,0,11.19,12.58,106.5
19hpf,17.54,0,3.78,1.62,29.45,3.31,0,1.67,0,7.08
24hpf,25.52,1.84,60.87,3.68,58.5,6.56,8.71,1.11,7.7,13.55
2dpf,176.7,0.97,32.74,33.02,56.08,100.07,51.08,2.05,29.88,75.81
3dpf,976.85,9.6,14.51,22.18,20.29,176.66,4.19,0.53,8.67,35.35
5dpf,145.72,16.8,63.61,60.43,26.4,232.34,74,7.16,18.23,198.15
10dpf,994.9,33.98,85.05,67.03,28.68,314.84,36.38,0,28.87,71.37
