stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,periderm
24hpf,0,0,86.13,0,0,0,0
2dpf,5.16,0,269.62,1.13,5.95,0.76,0
3dpf,0,0,7.21,0,3.89,0,0
5dpf,0.79,0,114.04,0,2.17,0,1.92
10dpf,3.37,9.53,39.85,0,2.11,0,2.53
