stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.8,0,0,0,0,0,0,0,0,0
12hpf,0,0,0,0,0,0,0,4.2,0,5.77
14hpf,2.46,0,0,0,0,0,0,0,0,0
16hpf,0,0,0,0,0,0,0,0,0,1.76
19hpf,0,0,0,0,2.89,0,0,0,0,0
24hpf,0,0,0.84,0,0,0,0,0,0,0
2dpf,74.34,0.92,32.99,17.89,33.97,79.7,14.01,1.74,17.94,65.06
3dpf,312.16,5.92,15.48,12.76,13.95,119.26,5.79,0,5.47,22.38
5dpf,53.05,9.15,28.95,43.1,9.98,134.88,14.52,5.27,13.45,91.61
10dpf,164.5,9.32,59.34,22.71,2.56,65.76,5.17,0,8.85,15.3
