stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.52,0,1.31
3dpf,0.62,0,0,0,1.23,0
5dpf,0.91,0,0.87,0,0,0.71
10dpf,4.71,1.05,0,0,0.42,0
