stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0.58,0,0,0,0,0
3dpf,1.37,0,0,0,0.38,0.3,0
5dpf,1.01,0,0.4,0.3,0,0,1.01
10dpf,2.1,0,0.42,0,0,0,0
