stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,2.01,0.79,0.81
3dpf,0.84,0,0,0
5dpf,0,0,0.41,0.31
10dpf,0,0.47,0,0.61
