stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,1.65,0.99,1.27
3dpf,0.86,0,0,0,1.59,0.32,0,0.44
5dpf,0,0,0.65,0.3,0,0,0.67,1.8
10dpf,1.14,1.35,0.57,0,1.75,0,0.6,1.85
