stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,0,0,0.36,0.47,2.11,0
5dpf,1.4,0,0,0,0.47,70.2
10dpf,0,1.4,0,0,0.44,0
