stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.77,0.93,0,0,0.77
3dpf,2.09,0,0.72,0,0
5dpf,1.3,0,0.29,1.51,0.92
10dpf,0,0,0,0,0.71
