stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,73.02,0,0,0,54.42,10.77,0,0,137.12,28.25
12hpf,76.11,11.39,0,6.35,28.96,6.12,0,1.89,48.45,37.67
14hpf,56.16,0,3.18,0,11.28,0,0,7.9,13.77,10.91
16hpf,44.78,3.74,6.08,3.38,17.64,3.4,0,0,19.06,23.78
19hpf,212.35,3.19,0,1.91,7.76,3.96,0,0,3.54,10.75
24hpf,82.58,1.13,5.5,3.82,18.14,6.74,0.91,0.85,5.58,8.59
2dpf,425.27,9.63,29.09,76.78,194.28,256.8,45.67,3.59,103.29,151.59
3dpf,957.72,6.04,15.36,14.6,23.11,330.79,8.82,0,21.23,33.18
5dpf,261.38,31.07,71.16,144.12,66.18,892.72,52.65,34.17,143.65,384.75
10dpf,1025.05,25.05,87.08,67.24,24.77,505.72,27.77,0.42,50.3,69.17
