stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
19hpf,0,0,0,9.6
2dpf,0,0,0,11.98
3dpf,0,0,0,0.8
5dpf,0,0.52,2.11,17.21
10dpf,0.82,0,0.4,12.12
