stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,37.71,13.09,0,0,0,0,0,0,0,9.93
12hpf,103.03,4.23,0,4.62,26.37,0,0,1.85,33.41,24.6
14hpf,105.34,0,0,16.46,15.24,10.18,2.51,2.35,101.11,3.62
16hpf,63.82,5.88,0,48.07,18.81,1.81,1.68,0,110.31,9.42
19hpf,172.05,1.93,0,72.74,25.88,9.57,54.53,2.9,4.75,3.35
24hpf,98.35,0.94,0,229.06,87.51,16.18,25.53,0,41.13,6.65
2dpf,442.21,2.93,8.93,245.42,560.79,541.71,74.62,3.68,196.23,79.19
3dpf,958.46,2.41,2.59,75.87,94.86,486.14,11.19,0,50.53,15.66
5dpf,306.14,13.31,14.68,271.92,100.65,615.04,78.15,5.64,136.23,96.93
10dpf,681.76,7.4,6.58,111.42,39.65,334.73,32.83,0,68.18,15.93
