stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,1.87,0,0
2dpf,18.79,0,0,2.82,0,3.22
3dpf,23.68,0,0,1.47,0,0.39
5dpf,46.27,2.82,0,6.97,1.5,2.04
10dpf,19.51,0.67,0.47,1.93,0,0
