stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,0,0,0.92
3dpf,0.56,0,0.6,0,1.24,0.45
5dpf,0,0,0,0.95,3.12,0
10dpf,0.6,1.26,0,0,4.03,0.47
