stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.69,0,0,0
5dpf,0.4,0.3,1.86,0.89,0.4,0.45
10dpf,0,0.44,4.62,0,0,0
