stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.86,0,0,0
3dpf,6.34,0.94,1.92,1.45
5dpf,1.71,0.29,0.66,0
10dpf,9.23,0,0,0.78
